47.6080436707, -122.3130035400
47.6080474854, -122.3140792847
47.6080474854, -122.3141708374
47.6080474854, -122.3142623901
47.6080513000, -122.3153610229
47.6080513000, -122.3154678345
47.6080513000, -122.3155975342
47.6080513000, -122.3160858154
47.6080551147, -122.3162460327
47.6080551147, -122.3166198730
47.6080551147, -122.3167800903
47.6080551147, -122.3169403076
47.6080589294, -122.3173446655
47.6080551147, -122.3180618286
47.6080589294, -122.3181610107
47.6080551147, -122.3182296753
47.6080551147, -122.3182983398
47.6080474854, -122.3183746338
47.6080436707, -122.3184432983
47.6080360413, -122.3185119629
47.6080284119, -122.3185806274
47.6080169678, -122.3186492920
47.6080055237, -122.3187179565
47.6079902649, -122.3187942505
47.6079750061, -122.3188629150
47.6079597473, -122.3189315796
47.6079406738, -122.3190002441
47.6079216003, -122.3190689087
47.6078987122, -122.3191375732
47.6078796387, -122.3191986084
47.6078529358, -122.3192672729
47.6078300476, -122.3193206787
47.6078262329, -122.3193283081
47.6078033447, -122.3193893433
47.6076469421, -122.3197555542
47.6073760986, -122.3204116821
47.6072998047, -122.3206024170
47.6072959900, -122.3206176758
47.6072807312, -122.3206558228
47.6072731018, -122.3206710815
47.6072463989, -122.3207321167
47.6072349548, -122.3207778931
47.6072196960, -122.3208160400
47.6071701050, -122.3209228516
47.6069564819, -122.3214263916
47.6069107056, -122.3215332031
47.6067886353, -122.3218154907
47.6066932678, -122.3220367432
47.6066131592, -122.3222351074
47.6065368652, -122.3224258423
47.6064949036, -122.3225250244
47.6064376831, -122.3226547241
47.6063537598, -122.3228530884
47.6062545776, -122.3230819702
47.6060523987, -122.3235702515
47.6060142517, -122.3236541748
47.6059761047, -122.3237533569
47.6059341431, -122.3238525391
47.6057929993, -122.3241882324
47.6056137085, -122.3246231079
47.6055603027, -122.3247451782
47.6055183411, -122.3248443604
47.6052970886, -122.3253707886
47.6052207947, -122.3255538940
47.6051330566, -122.3257522583
47.6051177979, -122.3257904053
47.6050910950, -122.3258514404
47.6050529480, -122.3259429932
47.6046562195, -122.3268890381
47.6046180725, -122.3269805908
47.6047019958, -122.3270568848
47.6049957275, -122.3273086548
47.6052894592, -122.3275604248
