47.6287002563, -122.3462295532
47.6284751892, -122.3462295532
47.6280899048, -122.3462371826
47.6280403137, -122.3462371826
47.6279792786, -122.3462371826
47.6275939941, -122.3462371826
47.6275100708, -122.3462371826
47.6272201538, -122.3462371826
47.6271553040, -122.3462371826
47.6270942688, -122.3462371826
47.6263351440, -122.3462371826
47.6262702942, -122.3462371826
47.6261978149, -122.3462371826
47.6259765625, -122.3462371826
47.6255226135, -122.3462371826
47.6254081726, -122.3462371826
47.6253471375, -122.3462371826
47.6252899170, -122.3462371826
47.6250572205, -122.3462371826
47.6247406006, -122.3462448120
47.6246337891, -122.3462448120
47.6246070862, -122.3462448120
47.6245384216, -122.3462448120
47.6244163513, -122.3462448120
47.6244163513, -122.3448715210
47.6244125366, -122.3441162109
47.6244049072, -122.3429107666
47.6244049072, -122.3425827026
47.6244125366, -122.3423614502
47.6244201660, -122.3421554565
47.6244201660, -122.3421401978
47.6244468689, -122.3418579102
47.6244773865, -122.3415985107
47.6245002747, -122.3413925171
47.6245193481, -122.3412322998
47.6245346069, -122.3410720825
47.6245498657, -122.3409118652
47.6245574951, -122.3407516479
47.6245613098, -122.3405914307
47.6245651245, -122.3404769897
47.6245689392, -122.3404083252
47.6245689392, -122.3403472900
47.6245727539, -122.3402557373
47.6245689392, -122.3399658203
47.6245689392, -122.3397445679
47.6245689392, -122.3395004272
47.6245651245, -122.3391952515
47.6245651245, -122.3386840820
47.6245651245, -122.3385391235
47.6245651245, -122.3384628296
47.6245613098, -122.3382492065
47.6245574951, -122.3377914429
47.6245536804, -122.3373031616
47.6245536804, -122.3371658325
47.6245536804, -122.3371582031
47.6245536804, -122.3369827271
47.6245613098, -122.3359756470
47.6245651245, -122.3358383179
47.6245651245, -122.3352813721
47.6245651245, -122.3351745605
47.6245689392, -122.3346557617
47.6245689392, -122.3343582153
47.6246147156, -122.3336410522
47.6246604919, -122.3331298828
47.6246795654, -122.3329544067
47.6247024536, -122.3327789307
47.6247291565, -122.3325805664
47.6247596741, -122.3323364258
47.6247749329, -122.3321990967
47.6247940063, -122.3320236206
47.6248168945, -122.3318710327
47.6248397827, -122.3317260742
47.6248626709, -122.3316040039
47.6248855591, -122.3314895630
47.6249084473, -122.3313903809
47.6249542236, -122.3312072754
47.6250457764, -122.3308868408
47.6250991821, -122.3306808472
47.6251296997, -122.3305816650
47.6251640320, -122.3304367065
47.6251907349, -122.3303146362
47.6252136230, -122.3302078247
47.6252365112, -122.3300933838
47.6252517700, -122.3300170898
47.6252593994, -122.3299484253
47.6252632141, -122.3298873901
47.6252670288, -122.3298187256
47.6252632141, -122.3297576904
47.6252555847, -122.3296813965
47.6252441406, -122.3296051025
47.6252288818, -122.3295288086
47.6252059937, -122.3294525146
47.6251335144, -122.3292312622
47.6250610352, -122.3290557861
47.6250267029, -122.3289718628
47.6249885559, -122.3288955688
47.6249465942, -122.3288269043
47.6249008179, -122.3287658691
47.6248474121, -122.3287048340
47.6247940063, -122.3286514282
47.6247406006, -122.3286056519
47.6246795654, -122.3285675049
47.6246185303, -122.3285369873
47.6245574951, -122.3285140991
47.6244964600, -122.3284988403
47.6244316101, -122.3284912109
47.6243667603, -122.3284912109
